global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	aroma_motion_01	aroma_motion_06	aroma_motion_07	aroma_motion_08
528.3615155435622	n/a	279165.8911074899	n/a	640.5873599658162	n/a	410352.1657479741	n/a	571.5939093771034	n/a	326719.5972370003	n/a	583.067847709671	420.6153929314184	n/a	n/a	n/a	n/a	-0.0453791201	-0.2561746673	0.2769884684	-0.5234817005	-0.3373960055	0.0357057059	0.1372963315	-0.0560228859	0.2267891395	-0.2908851197	0.3184925705	-0.1911901707	0.0699566844	0.174986816	-0.00997539	n/a	n/a	9.95084056521e-05	0.0370278	n/a	n/a	0.00137105797284	-2.206e-05	n/a	4.866436e-10	n/a	-0.000895745	n/a	n/a	8.02359105025e-07	-0.000179338	n/a	n/a	3.2162118244e-08	-0.000277972	n/a	7.726843278399999e-08	n/a	0.323242624	1.449088155	-0.1914356152	-0.1910566046
524.9537427020309	-3.407772841531255	275576.4319768701	11.612915739478003	634.1104177853465	-6.476942180469678	402096.0219439067	41.9507800091473	570.7319679350513	-0.861941442052057	325734.9792230165	0.7429430495267796	580.6154167839361	402.7287413372021	1.213639	16.307362	0.04229667	0.0227572	-0.2169316445	-0.3127402278	-0.0392482689	0.1629359592	-0.3296435862	0.0500751472	0.0863660533	-0.014658439	-0.284188071	-0.3134654129	0.2233309497	-0.0544096499	0.0651753452	-0.2832309207	-0.0234397	-0.01346431	0.0001812876437761	0.00054941953609	0.0370323	4.4999999999975615e-06	2.0249999999978052e-11	0.0013713912432899	0.0104316	0.01045366	0.0001088182785599	0.0001092790073956	-0.000825469	7.027599999999998e-05	4.9387161759999965e-09	6.81399069961e-07	-0.000292014	-0.000112676	1.2695880976e-08	8.5272176196e-08	-0.000462504	-0.000184532	2.1390995001600002e-07	3.4052059024e-08	-0.2608303269	0.3197616031	0.4057759129	-0.5454815269
524.1198947211709	-0.8338479808600141	274701.6640425313	0.6953024551843224	628.7576870179921	-5.352730767354387	395336.22898421536	28.651726667782288	570.2796812161328	-0.4522867189185717	325218.914807974	0.2045632761101271	579.5787096391255	388.9993756694327	1.067275	14.340709	0.13734742	0.0914702	-0.312381334	-0.2269697083	-0.3297599939	0.2993633799	-0.4511280954	0.2304927658	-0.1200182177	0.0083651251	-0.0067491813	-0.450646634	0.0134064003	0.2944993681	-0.0339456673	0.1294721483	-0.02957	-0.0061302999999999	3.758057808999998e-05	0.0008743849	0.00181298	-0.03521932	0.0012404005012623	3.2868964804e-06	0.0169973	0.0065657	0.00028890820729	4.310841649000001e-05	0.000725949	0.001551418	2.4068978107240007e-06	5.27001950601e-07	-0.000529238	-0.000237224	5.627522617600001e-08	2.80092860644e-07	-0.000462504	0.0	2.1390995001600002e-07	0.0	-1.193723766	-1.30678759	-1.275339892	-0.1751756926
526.8934786393777	2.773583918206782	277616.7378327043	7.692767751335285	632.3813549845665	3.6236679665744314	399906.1781321164	13.130969531977668	571.3310120697629	1.0513308536301338	326419.12535265955	1.105296563794666	580.4170003143432	403.3115730746649	1.170471	15.727327	0.26097319928	0.134755	-0.1802309646	0.0252679435	-0.5243200236	0.1388621918	-0.335236794	-0.2969709127	0.0910568043	-0.0336015469	0.0816046803	-0.3643219965	-0.2256558599	-0.1156063698	0.1624995843	-0.1338467144	-1.29872e-06	0.0295687012799999	0.0008743080953858	1.6866736384000002e-12	0.0469579	0.04514492	0.0020380638018064	0.0022050443724099	0.0064056	-0.0105916999999999	4.103171136e-05	0.0001121841088899	-0.0011947	-0.001920649	3.688892581201e-06	1.4273080899999998e-06	0.00060778	0.001137018	1.2928099323240002e-06	3.693965284000001e-07	-6.81344e-06	0.0004556905599999	4.64229646336e-11	2.076538864731136e-07	-1.558816889	-0.09627705133	-1.410550283	-0.2877527956
531.2619950733834	4.368516434005755	282239.3074093517	19.08393583417836	640.4503794877231	8.069024503156584	410176.6885859686	65.10915643254135	573.6361111630686	2.305099093305671	329058.38803028833	5.313481829958627	582.4462100029456	425.908174926268	1.411566	18.96686	0.09230438342	0.0545108	0.0804516255	0.283032537	-0.1730378016	0.0383472955	0.0022368816	0.0009192052	0.0805468193	0.4111905048	-0.3698241215	0.0107038038	-0.1758122038	0.2776363199	0.2412374264	-0.3298867157	1.88567e-05	2.015542e-05	4.0624095537639985e-10	3.5557513488999994e-10	0.0471678	0.0002099	4.405801000000248e-08	0.00222480135684	-0.0185032	-0.0249088	0.00034236841024	0.00062044831744	-0.00058572	0.00060898	3.7085664040000005e-07	3.430679184e-07	0.00032914	-0.00027864	7.764024960000001e-08	1.083331396e-07	-0.000462504	-0.0004556905599999	2.1390995001600002e-07	2.076538864731136e-07	-1.059658304	-0.8631206488	0.5511500868	-0.4902092396
533.6425041400988	2.3805090667153763	284774.3222249154	5.666823416714112	644.0738531557471	3.623473668023962	414831.1283188909	13.129561422863029	574.3261035554547	0.6899923923861024	329850.4732251908	0.4760895015506972	583.7421779731244	452.42334392600645	1.311421	17.621243	0.0163070148	0.0135774	0.3170642337	0.3910216652	-0.0451444516	-0.0985187706	0.016948383	-0.2618114347	-0.2105097573	0.5382841462	0.3095401353	0.026561181	-0.4194965885	0.1251590905	0.1592753468	0.1388783292	1.20369e-05	-6.819799999999999e-06	4.650967203999998e-11	1.4488696161e-10	0.0471671	-6.999999999993123e-07	4.899999999990372e-13	0.00222473532241	-0.018506	-2.8000000000007186e-06	0.000342472036	7.840000000004023e-12	-0.00058572	0.0	0.0	3.430679184e-07	7.01211e-05	-0.0002590189	6.709079055721e-08	4.91696866521e-09	-0.000395589	6.691499999999996e-05	1.56490656921e-07	4.4776172249999955e-09	0.8166030581	-0.3862676065	0.4244565173	2.016391444
532.7696536728679	-0.8728504672309327	283843.5038747076	0.7618679381452576	641.47141837053	-2.602434785217042	411485.5805862996	6.772666811307673	574.4912056482219	0.1651020927672561	330040.14536714763	0.0272587010361276	584.8460324111179	454.4545307465535	1.184186	15.911611	0.0583752720999999	0.0290232	0.3104035913	0.1715936871	0.1444178267	0.3341455443	-0.0228191464	0.0673341354	0.3725988483	0.0243438906	0.4387259353	0.0375358917	0.0149938691	0.0238233703	0.4089425583	0.470641061	4.4959e-05	3.29221e-05	1.08386466841e-09	2.021311681e-09	0.0471649	-2.2000000000008124e-06	4.840000000003575e-12	0.00222452779201	-0.0389246	-0.0204185999999999	0.0015151244851599	0.0004169192259599	-0.000767655	-0.000181935	3.310034422500001e-08	5.89294199025e-07	-0.000145538	-0.0002156590999999	4.6508847412809994e-08	2.1181309444e-08	-3.47521e-05	0.0003608369	1.20770845441e-09	1.3020326840161e-07	1.824819283	0.3362458957	-0.3346937816	-0.04639332065
530.1081171455571	-2.6615365273107727	281014.61586360773	7.083776686209488	638.1135508210212	-3.3578675495087964	407188.9037414121	11.275274480044208	572.4792338229042	-2.011971825317687	327732.47315845947	4.048030625872185	582.7099249040817	439.70528943072026	1.177636	15.823597	0.0446271733	0.0409591	0.166160885	-0.0359706829	0.2651360856	0.3407597071	-0.0872870168	0.0788587843	0.2003816393	0.0861465097	-0.2489250918	-0.0142998935	0.1810956329	-0.0352077323	0.1854176201	-0.2127314159	4.49603e-05	1.2999999999960743e-09	1.689999999989793e-18	2.0214285760899995e-09	0.0470871	-7.780000000000287e-05	6.052840000000446e-09	0.00221719498641	-0.000713828	0.038210772	5.09550413584e-07	0.0014600630968359	-0.000894427	-0.000126772	1.607113998400001e-08	7.999996583290001e-07	-0.000145538	0.0	0.0	2.1181309444e-08	-3.47521e-05	0.0	1.20770845441e-09	0.0	1.173554195	1.164605442	1.116911064	-1.80128922
528.6992709857942	-1.408846159762902	279522.91914091026	1.9848475018786769	636.5632426866889	-1.5503081343323402	405212.7619397924	2.403455311377021	572.7138389875875	0.2346051646832165	328001.14136790024	0.0550395832960391	582.8182513883279	423.06016722571496	1.247556	16.763094	0.0401519533	0.0228727	-0.0260110108	-0.0313604311	-0.0803386506	-0.1529542435	-0.1432882289	-0.1190936601	-0.1976478221	-0.0909044026	-0.1220284979	-0.1677173914	-0.0953818577	-0.0427779605	-0.1812931961	0.1139941971	-0.00994872	-0.0099936803	9.987364593860809e-05	9.89770296384e-05	0.0470977	1.05999999999995e-05	1.1235999999998938e-10	0.00221819334529	-0.000745006	-3.117799999999998e-05	5.55033940036e-07	9.720676839999987e-10	-0.00109905	-0.000204623	4.1870572129000015e-08	1.2079109025000002e-06	-0.000395538	-0.00025	6.25e-08	1.5645030944400004e-07	-0.000182459	-0.0001477068999999	3.3291286681e-08	2.1817328307609995e-08	0.2683073578	0.7457894409	0.3539875921	0.3306457866
530.1667884709187	1.4675174851245174	281076.8235975679	2.153607569146188	638.8891906345635	2.3259479478746243	408179.39790968766	5.410033856222176	572.6681064830182	-0.0457325045692869	327948.7601828454	0.0020914619741798	581.2007495711935	419.49338271635537	1.108502	14.89467	0.043647659	0.0258304	-0.0059347616	0.1042904039	-0.1727750932	-0.1053290459	-0.0447469553	0.297641852	-0.1194638825	0.1478861766	-0.0592539014	-0.0871641156	-0.020838182	0.3679918927	-0.0959618147	-0.0176781549	-0.00995504	-6.320000000000631e-06	3.994240000000797e-11	9.91028214016e-05	0.0470987	1.000000000001e-06	1.0000000000020005e-12	0.00221828754169	-0.021589	-0.020843994	0.000466084921	0.000434472085872	-0.00115727	-5.8219999999999886e-05	3.389568399999986e-09	1.3392738529e-06	-0.000145538	0.00025	6.25e-08	2.1181309444e-08	-3.47521e-05	0.0001477068999999	1.20770845441e-09	2.1817328307609995e-08	-0.3912081064	-1.713385165	0.4047800141	-0.159472326
532.6664082601334	2.4996197892146483	283733.5024887511	6.248099090633483	641.6311317790299	2.741941144466409	411690.5092680389	7.518241239717762	575.2393325803148	2.5712260972966305	330900.289747446	6.611203643419262	584.5239102900041	439.222930496338	1.181477	15.875211	0.08914205	0.0655287	0.1585195955	0.2481392132	0.0233327019	0.0631981115	0.1727148267	-0.3559201756	0.0757862664	-0.0419131032	-0.2299122955	0.1379717138	-0.3174413471	-0.2437117628	0.054774368	-0.2370890297	-0.00995504	0.0	0.0	9.91028214016e-05	0.0636961	0.0165974	0.00027547368676	0.00405719315521	-0.0455204	-0.0239314	0.00207210681616	0.00057271190596	-0.000185005	0.0009722649999999	9.452992302249998e-07	3.4226850025e-08	-0.000145538	0.0	0.0	2.1181309444e-08	-3.47521e-05	0.0	1.20770845441e-09	0.0	0.02806132595	1.185510735	0.7634372182	0.7071566506
533.3257826110869	0.6593743509534988	284436.3903977283	0.4347745346953478	641.7661692716181	0.1350374925881396	411863.8160215672	0.0182351244044918	574.7658590513697	-0.4734735289450782	330355.792731059	0.2241771826117058	584.9597374019519	447.8685129390245	1.124873	15.114633	0.07277654	0.041029	0.2463609191	0.2170013869	0.1505592238	0.097320371	0.1179333007	-0.1128068678	0.4489075894	0.034574	0.0537486505	0.139171828	-0.023870051	-0.1789404451	0.422807598	0.0919941699	-0.00514265	0.00481239	2.31590975121e-05	2.6446849022500003e-05	0.050388	-0.0133081	0.00017710552561	0.002538950544	-0.0865967	-0.0410762999999999	0.00749898845089	0.0016872624216899	-0.0004566	-0.000271595	7.3763844025e-08	2.0848356e-07	-0.000145538	0.0	0.0	2.1181309444e-08	-3.47521e-05	0.0	1.20770845441e-09	0.0	1.044965212	0.629585552	-2.034533188	-0.2507923927
532.1578816479948	-1.1679009630920518	283192.01100008126	1.3639926595913423	638.2338216237724	-3.532347647845654	407342.4110644854	12.477479905240726	574.7305907639477	-0.0352682874220136	330315.25195987633	0.0012438520976817	584.5950914631279	442.9575531614797	1.136135	15.265968	0.1003998949999999	0.0531563	0.2118600194	0.0339226953	0.3238587074	0.1427143589	0.1540679329	0.1854880658	0.1229454614	0.2146354667	0.1060969601	0.2091612301	0.2540362241	0.0569549835	0.1140268084	-0.0843487218	-0.0150285	-0.00988585	9.77300302225e-05	0.00022585581225	0.0115306	-0.0388574	0.00150989753476	0.00013295473636	-0.0691477	0.0174489999999999	0.00478140441529	0.0003044676009999	-0.000669056	-0.000212456	4.5137551936000017e-08	4.47635931136e-07	-0.000237804	-9.2266e-05	8.513014756e-09	5.6550742416e-08	-0.000414183	-0.0003794308999999	1.7154755748899998e-07	1.4396780787481e-07	1.110841041	-0.1463417902	0.2007645562	-1.4035935
529.7073252108869	-2.4505564371079345	280589.85038207227	6.005226851451134	639.4415814135969	1.207759789824422	408885.5360407216	1.4586837099167322	574.1935568049233	-0.5370339590243702	329698.2406762887	0.2884054731453889	584.4992868145315	433.07261440547575	1.304881	17.533365	0.1036621	0.0535838	0.0558515346	-0.0647023837	0.1864323695	-0.184296517	-0.0027695816	-0.2920460102	-0.0231284805	-0.2020928876	-0.0172188891	-0.0160002338	-0.036806681	-0.4188924312	-0.2012477743	0.0214346843	-0.0321703	-0.0171418	0.0002938413072399	0.00103492820209	-0.011895	-0.0234255999999999	0.0005487587353599	0.0001414910249999	-0.0321299	0.0370178	0.00103233047401	0.00137031751684	-0.000783982	-0.000114926	1.3207985476000002e-08	6.14627776324e-07	-0.000134882	0.000102922	1.0592938084e-08	1.8193153924e-08	-0.000717873	-0.0003036899999999	5.153416441289999e-07	9.222761609999999e-08	0.9549393698	1.149857446	1.410626079	1.435034951
527.3102190420365	-2.397106168850428	278056.06710616045	5.746117984740776	636.8772291442751	-2.5643522693217164	405612.6050024895	6.575902561175437	573.8913863863143	-0.3021704186090801	329351.32336840587	0.0913069618823867	583.3218981067821	409.3026793993225	1.350658	18.148458	0.1650666	0.0998951	-0.1487687889	-0.1695824326	0.034012232	-0.0086866638	0.0375498489	0.2473618315	-0.4817260468	-0.0744247944	0.3016180311	0.0437429501	0.0827222982	0.2842211871	-0.3893825499	0.3097048843	-0.0185631	0.0136072	0.00018515589184	0.0003445886816099	-0.0245382	-0.0126432	0.00015985050624	0.00060212325924	0.0464906	0.0786205	0.00216137588836	0.00618118302025	-0.00143796	-0.000653978	4.276872244840001e-07	2.0677289616e-06	0.000407735	0.000542617	2.94433208689e-07	1.66247830225e-07	-0.000710554	7.318999999999989e-06	5.048869869159999e-07	5.356776099999984e-11	0.2928416642	-1.416633183	0.8961199688	0.6070113752
527.7735587546597	0.4633397126232239	278544.9293205582	0.2146836892937717	635.68112726748	-1.1961018767951828	404090.49556405406	1.4306596996729586	574.8645585810052	0.9731721946909602	330469.260712534	0.94706412051962	584.8546884451578	405.71665677690487	1.123642	15.098098	0.07648804	0.0573901	-0.182915468	-0.177380769	-0.0055448585	-0.0056559239	0.1486913392	0.0652959842	0.0420849474	-0.261842915	0.2625453836	0.1449330377	0.1176532102	-0.1170923058	-0.1011936073	0.3708757271	-0.0185836	-2.0499999999999685e-05	4.2024999999998705e-10	0.0003453501889599	-0.0179929	0.0065453	4.284095209e-05	0.00032374445041	-0.0075261399999999	-0.0540167399999998	5.6642783299598494e-05	0.0029178082002275	-0.00136985	6.811000000000013e-05	4.638972100000018e-09	1.8764890225e-06	0.000407735	0.0	0.0	1.66247830225e-07	-0.000460554	0.0002499999999999	2.12109986916e-07	6.249999999999997e-08	-0.2566462619	0.3251504703	-1.343589312	0.08828170342
525.6537481611869	-2.119810593472834	276311.86295590445	4.493596952199652	633.9674140521884	-1.713713215291591	401914.68208001886	2.936812984265043	573.6123405957218	-1.252217985283437	329031.1172837023	1.56804988266731	583.8657995854797	399.4499532977413	1.093387	14.691566	0.08418599	0.0451014	-0.2548911166	-0.3453412272	0.2136099834	0.1186147471	0.1416564099	0.2878060133	0.1014517914	-0.1244448291	-0.1127574232	0.190726654	0.4476105548	-0.0364205539	-0.0810870796	-0.2375839539	-0.0185647	1.889999999999878e-05	3.5720999999995383e-10	0.00034464808609	0.0134889	0.0314818	0.0009911037312399	0.00018195042321	0.0115928	0.0191189399999999	0.00013439301184	0.0003655338667235	-0.0014782	-0.00010835	1.1739722500000024e-08	2.18507524e-06	5.1132e-05	-0.000356603	1.27165699609e-07	2.6144814239999997e-09	-0.00025418	0.000206374	6.46074724e-08	4.2590227876e-08	-0.5229683826	0.953661396	0.4111199615	-1.539087176
524.7398341629892	-0.9139139981976996	275351.8935574014	0.8352387961017048	633.7583488118648	-0.2090652403235253	401649.64468874136	0.0437082747115334	574.1011874807226	0.4888468850008394	329592.1734667758	0.2389712769750239	583.7652887436191	391.1228543014609	1.147907	15.424144	0.048806485	0.0262197	-0.3524758391	-0.2726606587	-0.1812876267	-0.230127061	0.0869514479	-0.2608774812	-0.1306371108	-0.4015524585	-0.1533609713	-0.0100552455	-0.0817672261	-0.3365768214	-0.354100137	-0.1343420347	-0.0338826	-0.0153178999999999	0.0002346380604099	0.00114803058276	0.00350809	-0.00998081	9.96165682561e-05	1.23066954481e-05	0.0136233	0.0020304999999999	0.00018559430289	4.122930249999998e-06	-0.00124116	0.00023704	5.61879616e-08	1.5404781456000002e-06	2.57945e-05	-2.53375e-05	6.419889062499998e-10	6.6535623025e-10	-0.000421348	-0.0001671679999999	1.77534137104e-07	2.7945140223999995e-08	-1.288494171	1.252757057	0.8053759619	1.302815333
526.3861111249447	1.6462769619555502	277082.33798524266	2.710227835465596	632.6632821813225	-1.0950666305423056	400262.82862044376	1.1991709253272784	572.8472900531809	-1.2538974275416876	328154.0177212732	1.5722587587956618	582.025678019107	393.7447981950827	1.102969	14.820319	0.0863806099999999	0.040268	-0.2726129044	-0.1338046309	-0.2186974552	-0.0093594043	-0.0718712278	-0.0264613091	-0.2595775522	-0.2396917656	-0.0021094166	-0.1199509808	-0.0368071996	-0.0138240602	-0.1902142272	-0.0106871659	-0.0179699	0.0159127	0.0002532140212899	0.00032291730601	0.0310324	0.02752431	0.0007575876409761	0.00096300984976	-0.00601956	-0.0196428599999999	3.6235102593600005e-05	0.0003858419489795	-0.00151857	-0.0002774099999999	7.695630809999991e-08	2.3060548448999995e-06	-3.11813e-05	-5.69758e-05	3.2462417856399997e-09	9.7227346969e-10	-0.000289719	0.0001316289999999	8.393709896100003e-08	1.7326193640999992e-08	-1.298676723	-0.8894896508	-1.934394697	0.4742341103
530.1210936665589	3.7349825416141584	281028.3739502285	13.950094586162558	639.8651522536576	7.201870072335055	409427.4130685964	51.866932538795325	574.7113417719114	1.8640517187304797	330293.1263612708	3.4746888101020548	583.4719080170842	415.0084736419499	1.364528	18.334822	0.056965175	0.0318656	-0.0472383161	0.1224237556	-0.1432964472	-0.2389191102	0.2485810698	0.2451375159	-0.1943331982	0.107483619	-0.288227999	0.2180071959	-0.0176669172	0.379527534	-0.1577805665	-0.2458306872	-0.0246546	-0.0066846999999999	4.468521408999998e-05	0.00060784930116	0.00437158	-0.02666082	0.0007107993230724	1.91107116964e-05	-0.0143453	-0.00832574	0.00020578763209	6.93179465476e-05	-0.00149654	2.2029999999999923e-05	4.853208999999966e-10	2.2396319716e-06	0.000232793	0.0002639743	6.968243106049e-08	5.4192580849e-08	-0.000269845	1.987400000000002e-05	7.2816324025e-08	3.9497587600000076e-10	-1.220302439	-1.312783377	0.6208463361	-0.5423357579
533.0510444709338	2.9299508043749256	284143.41601155343	8.584611716057273	643.2457527335733	3.3806004799157563	413765.09840978135	11.428459604806642	576.4168799790415	1.7055382071300755	332256.41952477273	2.9088605759804724	585.4565769480058	438.0155311814559	1.253518	16.843206	0.065470685	0.0311379	0.1809271154	0.3034435911	0.0375443033	-0.3228866599	0.3288582801	-0.2922991363	-0.2091494458	0.1942029593	0.0934395394	0.2640082615	-0.3569881248	-0.0616120659	-0.1922831244	0.0546694561	-0.0151475	0.0095071	9.038495041e-05	0.0002294467562499	0.0126584	0.00828682	6.86713857124e-05	0.00016023509056	-0.0239947	-0.0096494	0.00057574562809	9.311092036e-05	-0.00113342	0.00036312	1.318561344e-07	1.2846408964e-06	-3.11813e-05	-0.0002639743	6.968243106049e-08	9.7227346969e-10	-0.000136392	0.000133453	1.8602777664e-08	1.7809703209000003e-08	-0.1058615386	-0.7919006077	-0.5252667117	1.500454376
533.7789885346087	0.7279440636749541	284920.00860103	0.5299025598396057	640.6009608643502	-2.644791869223127	410369.5910603288	6.994924031508762	576.4064157618943	-0.0104642171471596	332244.3561314738	0.0001094998405029	586.094014017833	453.9786271258552	1.191227	16.006218	0.067345645	0.032918	0.3181717492	0.1265509407	0.2575587691	0.1439534343	0.3699969173	0.2261699811	0.1867689618	-0.2259623703	0.0204474044	0.411983276	0.155190529	0.0364485835	0.0943764044	0.0506040416	-0.00562732	0.00952018	9.06338272324e-05	3.16667303824e-05	0.0360041	0.0233456999999999	0.0005450217084899	0.00129629521681	-0.0346553	-0.0106606	0.00120098981809	0.0001136483923599	-0.00144223	-0.00030881	9.536361610000005e-08	2.0800273729e-06	-0.0	3.11813e-05	9.7227346969e-10	0.0	0.0	0.000136392	0.0	1.8602777664e-08	1.319011778	-0.5890265206	0.6844522124	-1.029386178